color,order
"[174, 132, 95]","[(131, 84, 50), (249, 128, 29), (157, 157, 151)]"
"[130, 92, 61]","[(131, 84, 50), (249, 128, 29), (71, 79, 82)]"
"[110, 68, 36]","[(131, 84, 50), (249, 128, 29), (29, 29, 33)]"
"[160, 95, 45]","[(131, 84, 50), (249, 128, 29), (131, 84, 50)]"
"[183, 76, 39]","[(131, 84, 50), (249, 128, 29), (176, 46, 38)]"
"[220, 117, 34]","[(131, 84, 50), (249, 128, 29), (249, 128, 29)]"
"[222, 161, 50]","[(131, 84, 50), (249, 128, 29), (254, 216, 61)]"
"[159, 152, 35]","[(131, 84, 50), (249, 128, 29), (128, 199, 31)]"
"[142, 115, 31]","[(131, 84, 50), (249, 128, 29), (94, 124, 22)]"
"[106, 131, 98]","[(131, 84, 50), (249, 128, 29), (22, 156, 156)]"
"[124, 142, 129]","[(131, 84, 50), (249, 128, 29), (58, 179, 218)]"
"[125, 87, 105]","[(131, 84, 50), (249, 128, 29), (60, 68, 170)]"
"[164, 78, 112]","[(131, 84, 50), (249, 128, 29), (137, 50, 184)]"
"[194, 92, 114]","[(131, 84, 50), (249, 128, 29), (199, 78, 189)]"
"[216, 122, 105]","[(131, 84, 50), (249, 128, 29), (243, 139, 170)]"
"[221, 202, 155]","[(131, 84, 50), (254, 216, 61), (249, 255, 254)]"
"[175, 154, 103]","[(131, 84, 50), (254, 216, 61), (157, 157, 151)]"
"[132, 114, 69]","[(131, 84, 50), (254, 216, 61), (71, 79, 82)]"
"[111, 90, 44]","[(131, 84, 50), (254, 216, 61), (29, 29, 33)]"
"[162, 117, 53]","[(131, 84, 50), (254, 216, 61), (131, 84, 50)]"
"[184, 98, 47]","[(131, 84, 50), (254, 216, 61), (176, 46, 38)]"
"[221, 139, 42]","[(131, 84, 50), (254, 216, 61), (249, 128, 29)]"
"[223, 183, 58]","[(131, 84, 50), (254, 216, 61), (254, 216, 61)]"
"[160, 174, 43]","[(131, 84, 50), (254, 216, 61), (128, 199, 31)]"
"[143, 137, 39]","[(131, 84, 50), (254, 216, 61), (94, 124, 22)]"
"[107, 153, 106]","[(131, 84, 50), (254, 216, 61), (22, 156, 156)]"
"[125, 164, 137]","[(131, 84, 50), (254, 216, 61), (58, 179, 218)]"
"[126, 109, 113]","[(131, 84, 50), (254, 216, 61), (60, 68, 170)]"
"[165, 100, 120]","[(131, 84, 50), (254, 216, 61), (137, 50, 184)]"
"[196, 114, 122]","[(131, 84, 50), (254, 216, 61), (199, 78, 189)]"
"[218, 144, 113]","[(131, 84, 50), (254, 216, 61), (243, 139, 170)]"
"[189, 198, 147]","[(131, 84, 50), (128, 199, 31), (249, 255, 254)]"
"[143, 149, 96]","[(131, 84, 50), (128, 199, 31), (157, 157, 151)]"
"[100, 110, 61]","[(131, 84, 50), (128, 199, 31), (71, 79, 82)]"
"[79, 85, 37]","[(131, 84, 50), (128, 199, 31), (29, 29, 33)]"
"[130, 113, 45]","[(131, 84, 50), (128, 199, 31), (131, 84, 50)]"
"[153, 94, 39]","[(131, 84, 50), (128, 199, 31), (176, 46, 38)]"
"[189, 135, 35]","[(131, 84, 50), (128, 199, 31), (249, 128, 29)]"
"[192, 179, 51]","[(131, 84, 50), (128, 199, 31), (254, 216, 61)]"
"[129, 170, 36]","[(131, 84, 50), (128, 199, 31), (128, 199, 31)]"
"[112, 133, 31]","[(131, 84, 50), (128, 199, 31), (94, 124, 22)]"
"[76, 149, 98]","[(131, 84, 50), (128, 199, 31), (22, 156, 156)]"
"[94, 160, 129]","[(131, 84, 50), (128, 199, 31), (58, 179, 218)]"
"[95, 105, 105]","[(131, 84, 50), (128, 199, 31), (60, 68, 170)]"
"[133, 96, 112]","[(131, 84, 50), (128, 199, 31), (137, 50, 184)]"
"[164, 110, 115]","[(131, 84, 50), (128, 199, 31), (199, 78, 189)]"
"[186, 140, 105]","[(131, 84, 50), (128, 199, 31), (243, 139, 170)]"
"[181, 180, 145]","[(131, 84, 50), (94, 124, 22), (249, 255, 254)]"
"[135, 130, 94]","[(131, 84, 50), (94, 124, 22), (157, 157, 151)]"
"[92, 92, 59]","[(131, 84, 50), (94, 124, 22), (71, 79, 82)]"
"[71, 66, 34]","[(131, 84, 50), (94, 124, 22), (29, 29, 33)]"
"[122, 94, 43]","[(131, 84, 50), (94, 124, 22), (131, 84, 50)]"
"[144, 75, 37]","[(131, 84, 50), (94, 124, 22), (176, 46, 38)]"
"[181, 116, 32]","[(131, 84, 50), (94, 124, 22), (249, 128, 29)]"
"[183, 160, 48]","[(131, 84, 50), (94, 124, 22), (254, 216, 61)]"
"[120, 152, 34]","[(131, 84, 50), (94, 124, 22), (128, 199, 31)]"
"[103, 114, 29]","[(131, 84, 50), (94, 124, 22), (94, 124, 22)]"
"[67, 130, 96]","[(131, 84, 50), (94, 124, 22), (22, 156, 156)]"
"[85, 142, 127]","[(131, 84, 50), (94, 124, 22), (58, 179, 218)]"
"[86, 86, 103]","[(131, 84, 50), (94, 124, 22), (60, 68, 170)]"
"[125, 77, 110]","[(131, 84, 50), (94, 124, 22), (137, 50, 184)]"
"[156, 91, 112]","[(131, 84, 50), (94, 124, 22), (199, 78, 189)]"
"[178, 122, 103]","[(131, 84, 50), (94, 124, 22), (243, 139, 170)]"
"[163, 188, 178]","[(131, 84, 50), (22, 156, 156), (249, 255, 254)]"
"[117, 138, 127]","[(131, 84, 50), (22, 156, 156), (157, 157, 151)]"
"[74, 100, 92]","[(131, 84, 50), (22, 156, 156), (71, 79, 82)]"
"[53, 74, 68]","[(131, 84, 50), (22, 156, 156), (29, 29, 33)]"
"[104, 102, 76]","[(131, 84, 50), (22, 156, 156), (131, 84, 50)]"
"[126, 83, 70]","[(131, 84, 50), (22, 156, 156), (176, 46, 38)]"
"[163, 124, 66]","[(131, 84, 50), (22, 156, 156), (249, 128, 29)]"
"[165, 168, 82]","[(131, 84, 50), (22, 156, 156), (254, 216, 61)]"
"[102, 160, 67]","[(131, 84, 50), (22, 156, 156), (128, 199, 31)]"
"[85, 122, 62]","[(131, 84, 50), (22, 156, 156), (94, 124, 22)]"
"[49, 138, 130]","[(131, 84, 50), (22, 156, 156), (22, 156, 156)]"
"[67, 150, 160]","[(131, 84, 50), (22, 156, 156), (58, 179, 218)]"
"[68, 94, 136]","[(131, 84, 50), (22, 156, 156), (60, 68, 170)]"
"[107, 85, 144]","[(131, 84, 50), (22, 156, 156), (137, 50, 184)]"
"[138, 99, 146]","[(131, 84, 50), (22, 156, 156), (199, 78, 189)]"
"[160, 130, 136]","[(131, 84, 50), (22, 156, 156), (243, 139, 170)]"
"[172, 193, 194]","[(131, 84, 50), (58, 179, 218), (249, 255, 254)]"
"[126, 144, 142]","[(131, 84, 50), (58, 179, 218), (157, 157, 151)]"
"[83, 105, 108]","[(131, 84, 50), (58, 179, 218), (71, 79, 82)]"
"[62, 80, 84]","[(131, 84, 50), (58, 179, 218), (29, 29, 33)]"
"[113, 108, 92]","[(131, 84, 50), (58, 179, 218), (131, 84, 50)]"
"[135, 89, 86]","[(131, 84, 50), (58, 179, 218), (176, 46, 38)]"
"[172, 130, 82]","[(131, 84, 50), (58, 179, 218), (249, 128, 29)]"
"[174, 174, 98]","[(131, 84, 50), (58, 179, 218), (254, 216, 61)]"
"[111, 165, 82]","[(131, 84, 50), (58, 179, 218), (128, 199, 31)]"
"[94, 128, 78]","[(131, 84, 50), (58, 179, 218), (94, 124, 22)]"
"[58, 144, 145]","[(131, 84, 50), (58, 179, 218), (22, 156, 156)]"
"[76, 155, 176]","[(131, 84, 50), (58, 179, 218), (58, 179, 218)]"
"[77, 100, 152]","[(131, 84, 50), (58, 179, 218), (60, 68, 170)]"
"[116, 91, 159]","[(131, 84, 50), (58, 179, 218), (137, 50, 184)]"
"[147, 105, 162]","[(131, 84, 50), (58, 179, 218), (199, 78, 189)]"
"[169, 135, 152]","[(131, 84, 50), (58, 179, 218), (243, 139, 170)]"
"[172, 166, 182]","[(131, 84, 50), (60, 68, 170), (249, 255, 254)]"
"[126, 116, 130]","[(131, 84, 50), (60, 68, 170), (157, 157, 151)]"
"[83, 78, 96]","[(131, 84, 50), (60, 68, 170), (71, 79, 82)]"
"[62, 52, 72]","[(131, 84, 50), (60, 68, 170), (29, 29, 33)]"
"[113, 80, 80]","[(131, 84, 50), (60, 68, 170), (131, 84, 50)]"
"[136, 61, 74]","[(131, 84, 50), (60, 68, 170), (176, 46, 38)]"
"[172, 102, 70]","[(131, 84, 50), (60, 68, 170), (249, 128, 29)]"
"[175, 146, 86]","[(131, 84, 50), (60, 68, 170), (254, 216, 61)]"
"[112, 138, 70]","[(131, 84, 50), (60, 68, 170), (128, 199, 31)]"
"[95, 100, 66]","[(131, 84, 50), (60, 68, 170), (94, 124, 22)]"
"[59, 116, 133]","[(131, 84, 50), (60, 68, 170), (22, 156, 156)]"
"[77, 128, 164]","[(131, 84, 50), (60, 68, 170), (58, 179, 218)]"
"[78, 72, 140]","[(131, 84, 50), (60, 68, 170), (60, 68, 170)]"
"[116, 63, 147]","[(131, 84, 50), (60, 68, 170), (137, 50, 184)]"
"[147, 77, 150]","[(131, 84, 50), (60, 68, 170), (199, 78, 189)]"
"[169, 108, 140]","[(131, 84, 50), (60, 68, 170), (243, 139, 170)]"
"[192, 161, 186]","[(131, 84, 50), (137, 50, 184), (249, 255, 254)]"
"[146, 112, 134]","[(131, 84, 50), (137, 50, 184), (157, 157, 151)]"
"[102, 73, 100]","[(131, 84, 50), (137, 50, 184), (71, 79, 82)]"
"[82, 48, 75]","[(131, 84, 50), (137, 50, 184), (29, 29, 33)]"
"[132, 76, 84]","[(131, 84, 50), (137, 50, 184), (131, 84, 50)]"
"[155, 56, 78]","[(131, 84, 50), (137, 50, 184), (176, 46, 38)]"
"[192, 98, 73]","[(131, 84, 50), (137, 50, 184), (249, 128, 29)]"
"[194, 142, 89]","[(131, 84, 50), (137, 50, 184), (254, 216, 61)]"
"[131, 133, 74]","[(131, 84, 50), (137, 50, 184), (128, 199, 31)]"
"[114, 96, 70]","[(131, 84, 50), (137, 50, 184), (94, 124, 22)]"
"[78, 112, 136]","[(131, 84, 50), (137, 50, 184), (22, 156, 156)]"
"[96, 123, 168]","[(131, 84, 50), (137, 50, 184), (58, 179, 218)]"
"[97, 68, 144]","[(131, 84, 50), (137, 50, 184), (60, 68, 170)]"
"[136, 58, 150]","[(131, 84, 50), (137, 50, 184), (137, 50, 184)]"
"[166, 72, 153]","[(131, 84, 50), (137, 50, 184), (199, 78, 189)]"
"[188, 103, 144]","[(131, 84, 50), (137, 50, 184), (243, 139, 170)]"
"[207, 168, 187]","[(131, 84, 50), (199, 78, 189), (249, 255, 254)]"
"[161, 119, 135]","[(131, 84, 50), (199, 78, 189), (157, 157, 151)]"
"[118, 80, 101]","[(131, 84, 50), (199, 78, 189), (71, 79, 82)]"
"[97, 55, 76]","[(131, 84, 50), (199, 78, 189), (29, 29, 33)]"
"[148, 82, 85]","[(131, 84, 50), (199, 78, 189), (131, 84, 50)]"
"[170, 64, 79]","[(131, 84, 50), (199, 78, 189), (176, 46, 38)]"
"[207, 104, 74]","[(131, 84, 50), (199, 78, 189), (249, 128, 29)]"
"[210, 148, 90]","[(131, 84, 50), (199, 78, 189), (254, 216, 61)]"
"[146, 140, 75]","[(131, 84, 50), (199, 78, 189), (128, 199, 31)]"
"[130, 102, 71]","[(131, 84, 50), (199, 78, 189), (94, 124, 22)]"
"[94, 118, 138]","[(131, 84, 50), (199, 78, 189), (22, 156, 156)]"
"[112, 130, 169]","[(131, 84, 50), (199, 78, 189), (58, 179, 218)]"
"[112, 74, 145]","[(131, 84, 50), (199, 78, 189), (60, 68, 170)]"
"[151, 66, 152]","[(131, 84, 50), (199, 78, 189), (137, 50, 184)]"
"[182, 80, 154]","[(131, 84, 50), (199, 78, 189), (199, 78, 189)]"
"[204, 110, 145]","[(131, 84, 50), (199, 78, 189), (243, 139, 170)]"
"[218, 183, 182]","[(131, 84, 50), (243, 139, 170), (249, 255, 254)]"
"[172, 134, 130]","[(131, 84, 50), (243, 139, 170), (157, 157, 151)]"
"[129, 95, 96]","[(131, 84, 50), (243, 139, 170), (71, 79, 82)]"
"[108, 70, 72]","[(131, 84, 50), (243, 139, 170), (29, 29, 33)]"
"[159, 98, 80]","[(131, 84, 50), (243, 139, 170), (131, 84, 50)]"
"[182, 79, 74]","[(131, 84, 50), (243, 139, 170), (176, 46, 38)]"
"[218, 120, 70]","[(131, 84, 50), (243, 139, 170), (249, 128, 29)]"
"[220, 164, 86]","[(131, 84, 50), (243, 139, 170), (254, 216, 61)]"
"[158, 155, 70]","[(131, 84, 50), (243, 139, 170), (128, 199, 31)]"
"[140, 118, 66]","[(131, 84, 50), (243, 139, 170), (94, 124, 22)]"
"[104, 134, 133]","[(131, 84, 50), (243, 139, 170), (22, 156, 156)]"
"[122, 145, 164]","[(131, 84, 50), (243, 139, 170), (58, 179, 218)]"
"[124, 90, 140]","[(131, 84, 50), (243, 139, 170), (60, 68, 170)]"
"[162, 81, 147]","[(131, 84, 50), (243, 139, 170), (137, 50, 184)]"
"[193, 95, 150]","[(131, 84, 50), (243, 139, 170), (199, 78, 189)]"
"[215, 125, 140]","[(131, 84, 50), (243, 139, 170), (243, 139, 170)]"
"[231, 203, 200]","[(176, 46, 38), (249, 255, 254), (249, 255, 254)]"
"[185, 154, 148]","[(176, 46, 38), (249, 255, 254), (157, 157, 151)]"
"[142, 115, 114]","[(176, 46, 38), (249, 255, 254), (71, 79, 82)]"
"[121, 90, 90]","[(176, 46, 38), (249, 255, 254), (29, 29, 33)]"
"[172, 117, 98]","[(176, 46, 38), (249, 255, 254), (131, 84, 50)]"
"[194, 98, 92]","[(176, 46, 38), (249, 255, 254), (176, 46, 38)]"
"[231, 139, 88]","[(176, 46, 38), (249, 255, 254), (249, 128, 29)]"
"[233, 183, 104]","[(176, 46, 38), (249, 255, 254), (254, 216, 61)]"
"[170, 175, 88]","[(176, 46, 38), (249, 255, 254), (128, 199, 31)]"
"[153, 137, 84]","[(176, 46, 38), (249, 255, 254), (94, 124, 22)]"
"[117, 153, 151]","[(176, 46, 38), (249, 255, 254), (22, 156, 156)]"
"[135, 165, 182]","[(176, 46, 38), (249, 255, 254), (58, 179, 218)]"
"[136, 109, 158]","[(176, 46, 38), (249, 255, 254), (60, 68, 170)]"
"[175, 100, 165]","[(176, 46, 38), (249, 255, 254), (137, 50, 184)]"
"[206, 114, 168]","[(176, 46, 38), (249, 255, 254), (199, 78, 189)]"
"[228, 145, 158]","[(176, 46, 38), (249, 255, 254), (243, 139, 170)]"
"[208, 178, 174]","[(176, 46, 38), (157, 157, 151), (249, 255, 254)]"
"[162, 129, 123]","[(176, 46, 38), (157, 157, 151), (157, 157, 151)]"
"[119, 90, 88]","[(176, 46, 38), (157, 157, 151), (71, 79, 82)]"
"[98, 65, 64]","[(176, 46, 38), (157, 157, 151), (29, 29, 33)]"
"[149, 93, 72]","[(176, 46, 38), (157, 157, 151), (131, 84, 50)]"
"[171, 74, 66]","[(176, 46, 38), (157, 157, 151), (176, 46, 38)]"
"[208, 115, 62]","[(176, 46, 38), (157, 157, 151), (249, 128, 29)]"
"[210, 159, 78]","[(176, 46, 38), (157, 157, 151), (254, 216, 61)]"
"[147, 150, 63]","[(176, 46, 38), (157, 157, 151), (128, 199, 31)]"
"[130, 113, 58]","[(176, 46, 38), (157, 157, 151), (94, 124, 22)]"
"[94, 129, 125]","[(176, 46, 38), (157, 157, 151), (22, 156, 156)]"
"[112, 140, 156]","[(176, 46, 38), (157, 157, 151), (58, 179, 218)]"
"[113, 85, 132]","[(176, 46, 38), (157, 157, 151), (60, 68, 170)]"
"[152, 76, 139]","[(176, 46, 38), (157, 157, 151), (137, 50, 184)]"
"[183, 90, 142]","[(176, 46, 38), (157, 157, 151), (199, 78, 189)]"
"[205, 120, 132]","[(176, 46, 38), (157, 157, 151), (243, 139, 170)]"
"[186, 159, 157]","[(176, 46, 38), (71, 79, 82), (249, 255, 254)]"
"[140, 110, 106]","[(176, 46, 38), (71, 79, 82), (157, 157, 151)]"
"[97, 71, 71]","[(176, 46, 38), (71, 79, 82), (71, 79, 82)]"
"[76, 46, 46]","[(176, 46, 38), (71, 79, 82), (29, 29, 33)]"
"[127, 73, 55]","[(176, 46, 38), (71, 79, 82), (131, 84, 50)]"
"[150, 54, 49]","[(176, 46, 38), (71, 79, 82), (176, 46, 38)]"
"[186, 95, 44]","[(176, 46, 38), (71, 79, 82), (249, 128, 29)]"
"[189, 139, 60]","[(176, 46, 38), (71, 79, 82), (254, 216, 61)]"
"[126, 131, 46]","[(176, 46, 38), (71, 79, 82), (128, 199, 31)]"
"[109, 93, 41]","[(176, 46, 38), (71, 79, 82), (94, 124, 22)]"
"[73, 109, 108]","[(176, 46, 38), (71, 79, 82), (22, 156, 156)]"
"[91, 121, 139]","[(176, 46, 38), (71, 79, 82), (58, 179, 218)]"
"[92, 65, 115]","[(176, 46, 38), (71, 79, 82), (60, 68, 170)]"
"[130, 56, 122]","[(176, 46, 38), (71, 79, 82), (137, 50, 184)]"
"[161, 70, 124]","[(176, 46, 38), (71, 79, 82), (199, 78, 189)]"
"[183, 101, 115]","[(176, 46, 38), (71, 79, 82), (243, 139, 170)]"
"[176, 146, 145]","[(176, 46, 38), (29, 29, 33), (249, 255, 254)]"
"[130, 97, 93]","[(176, 46, 38), (29, 29, 33), (157, 157, 151)]"
"[87, 58, 59]","[(176, 46, 38), (29, 29, 33), (71, 79, 82)]"
"[66, 33, 34]","[(176, 46, 38), (29, 29, 33), (29, 29, 33)]"
"[117, 61, 43]","[(176, 46, 38), (29, 29, 33), (131, 84, 50)]"
"[139, 42, 37]","[(176, 46, 38), (29, 29, 33), (176, 46, 38)]"
"[176, 83, 32]","[(176, 46, 38), (29, 29, 33), (249, 128, 29)]"
"[178, 127, 48]","[(176, 46, 38), (29, 29, 33), (254, 216, 61)]"
"[115, 118, 33]","[(176, 46, 38), (29, 29, 33), (128, 199, 31)]"
"[98, 81, 29]","[(176, 46, 38), (29, 29, 33), (94, 124, 22)]"
"[62, 97, 96]","[(176, 46, 38), (29, 29, 33), (22, 156, 156)]"
"[80, 108, 127]","[(176, 46, 38), (29, 29, 33), (58, 179, 218)]"
"[81, 53, 103]","[(176, 46, 38), (29, 29, 33), (60, 68, 170)]"
"[120, 44, 110]","[(176, 46, 38), (29, 29, 33), (137, 50, 184)]"
"[151, 58, 112]","[(176, 46, 38), (29, 29, 33), (199, 78, 189)]"
"[173, 88, 103]","[(176, 46, 38), (29, 29, 33), (243, 139, 170)]"
"[201, 160, 149]","[(176, 46, 38), (131, 84, 50), (249, 255, 254)]"
"[155, 111, 98]","[(176, 46, 38), (131, 84, 50), (157, 157, 151)]"
"[112, 72, 63]","[(176, 46, 38), (131, 84, 50), (71, 79, 82)]"
"[91, 47, 38]","[(176, 46, 38), (131, 84, 50), (29, 29, 33)]"
"[142, 74, 47]","[(176, 46, 38), (131, 84, 50), (131, 84, 50)]"
"[165, 56, 41]","[(176, 46, 38), (131, 84, 50), (176, 46, 38)]"
"[201, 96, 36]","[(176, 46, 38), (131, 84, 50), (249, 128, 29)]"
"[204, 140, 52]","[(176, 46, 38), (131, 84, 50), (254, 216, 61)]"
"[141, 132, 38]","[(176, 46, 38), (131, 84, 50), (128, 199, 31)]"
"[124, 94, 33]","[(176, 46, 38), (131, 84, 50), (94, 124, 22)]"
"[88, 110, 100]","[(176, 46, 38), (131, 84, 50), (22, 156, 156)]"
"[106, 122, 131]","[(176, 46, 38), (131, 84, 50), (58, 179, 218)]"
"[107, 66, 107]","[(176, 46, 38), (131, 84, 50), (60, 68, 170)]"
"[145, 58, 114]","[(176, 46, 38), (131, 84, 50), (137, 50, 184)]"
"[176, 72, 116]","[(176, 46, 38), (131, 84, 50), (199, 78, 189)]"
"[198, 102, 107]","[(176, 46, 38), (131, 84, 50), (243, 139, 170)]"
"[212, 150, 146]","[(176, 46, 38), (176, 46, 38), (249, 255, 254)]"
"[166, 102, 94]","[(176, 46, 38), (176, 46, 38), (157, 157, 151)]"
"[124, 62, 60]","[(176, 46, 38), (176, 46, 38), (71, 79, 82)]"
"[102, 38, 36]","[(176, 46, 38), (176, 46, 38), (29, 29, 33)]"
"[154, 65, 44]","[(176, 46, 38), (176, 46, 38), (131, 84, 50)]"
"[176, 46, 38]","['red', 'red', 'red']"
"[212, 87, 34]","[(176, 46, 38), (176, 46, 38), (249, 128, 29)]"
"[215, 131, 50]","[(176, 46, 38), (176, 46, 38), (254, 216, 61)]"
"[152, 122, 34]","[(176, 46, 38), (176, 46, 38), (128, 199, 31)]"
"[135, 85, 30]","[(176, 46, 38), (176, 46, 38), (94, 124, 22)]"
"[99, 101, 97]","[(176, 46, 38), (176, 46, 38), (22, 156, 156)]"
"[117, 112, 128]","[(176, 46, 38), (176, 46, 38), (58, 179, 218)]"
"[118, 57, 104]","[(176, 46, 38), (176, 46, 38), (60, 68, 170)]"
"[156, 48, 111]","[(176, 46, 38), (176, 46, 38), (137, 50, 184)]"
"[188, 62, 114]","[(176, 46, 38), (176, 46, 38), (199, 78, 189)]"
"[210, 92, 104]","[(176, 46, 38), (176, 46, 38), (243, 139, 170)]"
"[231, 171, 144]","[(176, 46, 38), (249, 128, 29), (249, 255, 254)]"
"[185, 122, 92]","[(176, 46, 38), (249, 128, 29), (157, 157, 151)]"
"[142, 83, 58]","[(176, 46, 38), (249, 128, 29), (71, 79, 82)]"
"[121, 58, 33]","[(176, 46, 38), (249, 128, 29), (29, 29, 33)]"
"[172, 86, 42]","[(176, 46, 38), (249, 128, 29), (131, 84, 50)]"
"[194, 66, 36]","[(176, 46, 38), (249, 128, 29), (176, 46, 38)]"
"[231, 108, 31]","[(176, 46, 38), (249, 128, 29), (249, 128, 29)]"
"[233, 152, 47]","[(176, 46, 38), (249, 128, 29), (254, 216, 61)]"
"[170, 143, 32]","[(176, 46, 38), (249, 128, 29), (128, 199, 31)]"
"[153, 106, 28]","[(176, 46, 38), (249, 128, 29), (94, 124, 22)]"
"[117, 122, 95]","[(176, 46, 38), (249, 128, 29), (22, 156, 156)]"
"[135, 133, 126]","[(176, 46, 38), (249, 128, 29), (58, 179, 218)]"
"[136, 78, 102]","[(176, 46, 38), (249, 128, 29), (60, 68, 170)]"
"[175, 68, 109]","[(176, 46, 38), (249, 128, 29), (137, 50, 184)]"
"[206, 82, 111]","[(176, 46, 38), (249, 128, 29), (199, 78, 189)]"
"[228, 113, 102]","[(176, 46, 38), (249, 128, 29), (243, 139, 170)]"
"[232, 193, 152]","[(176, 46, 38), (254, 216, 61), (249, 255, 254)]"
"[186, 144, 100]","[(176, 46, 38), (254, 216, 61), (157, 157, 151)]"
"[143, 105, 66]","[(176, 46, 38), (254, 216, 61), (71, 79, 82)]"
"[122, 80, 41]","[(176, 46, 38), (254, 216, 61), (29, 29, 33)]"
"[173, 108, 50]","[(176, 46, 38), (254, 216, 61), (131, 84, 50)]"
"[196, 88, 44]","[(176, 46, 38), (254, 216, 61), (176, 46, 38)]"
"[232, 130, 39]","[(176, 46, 38), (254, 216, 61), (249, 128, 29)]"
"[234, 174, 55]","[(176, 46, 38), (254, 216, 61), (254, 216, 61)]"
"[172, 165, 40]","[(176, 46, 38), (254, 216, 61), (128, 199, 31)]"
"[154, 128, 36]","[(176, 46, 38), (254, 216, 61), (94, 124, 22)]"
"[118, 144, 103]","[(176, 46, 38), (254, 216, 61), (22, 156, 156)]"
"[136, 155, 134]","[(176, 46, 38), (254, 216, 61), (58, 179, 218)]"
"[138, 100, 110]","[(176, 46, 38), (254, 216, 61), (60, 68, 170)]"
"[176, 90, 117]","[(176, 46, 38), (254, 216, 61), (137, 50, 184)]"
"[207, 104, 119]","[(176, 46, 38), (254, 216, 61), (199, 78, 189)]"
"[229, 135, 110]","[(176, 46, 38), (254, 216, 61), (243, 139, 170)]"
"[200, 189, 144]","[(176, 46, 38), (128, 199, 31), (249, 255, 254)]"
"[154, 140, 93]","[(176, 46, 38), (128, 199, 31), (157, 157, 151)]"
"[112, 101, 58]","[(176, 46, 38), (128, 199, 31), (71, 79, 82)]"
"[90, 76, 34]","[(176, 46, 38), (128, 199, 31), (29, 29, 33)]"
"[142, 103, 42]","[(176, 46, 38), (128, 199, 31), (131, 84, 50)]"
"[164, 84, 36]","[(176, 46, 38), (128, 199, 31), (176, 46, 38)]"
"[200, 125, 32]","[(176, 46, 38), (128, 199, 31), (249, 128, 29)]"
"[203, 169, 48]","[(176, 46, 38), (128, 199, 31), (254, 216, 61)]"
"[140, 161, 33]","[(176, 46, 38), (128, 199, 31), (128, 199, 31)]"
"[123, 123, 28]","[(176, 46, 38), (128, 199, 31), (94, 124, 22)]"
"[87, 139, 95]","[(176, 46, 38), (128, 199, 31), (22, 156, 156)]"
"[105, 151, 126]","[(176, 46, 38), (128, 199, 31), (58, 179, 218)]"
"[106, 95, 102]","[(176, 46, 38), (128, 199, 31), (60, 68, 170)]"
"[144, 86, 109]","[(176, 46, 38), (128, 199, 31), (137, 50, 184)]"
"[176, 100, 112]","[(176, 46, 38), (128, 199, 31), (199, 78, 189)]"
"[198, 131, 102]","[(176, 46, 38), (128, 199, 31), (243, 139, 170)]"
"[192, 170, 142]","[(176, 46, 38), (94, 124, 22), (249, 255, 254)]"
"[146, 121, 90]","[(176, 46, 38), (94, 124, 22), (157, 157, 151)]"
"[103, 82, 56]","[(176, 46, 38), (94, 124, 22), (71, 79, 82)]"
"[82, 57, 32]","[(176, 46, 38), (94, 124, 22), (29, 29, 33)]"
"[133, 84, 40]","[(176, 46, 38), (94, 124, 22), (131, 84, 50)]"
"[156, 66, 34]","[(176, 46, 38), (94, 124, 22), (176, 46, 38)]"
"[192, 106, 30]","[(176, 46, 38), (94, 124, 22), (249, 128, 29)]"
"[194, 150, 46]","[(176, 46, 38), (94, 124, 22), (254, 216, 61)]"
"[132, 142, 30]","[(176, 46, 38), (94, 124, 22), (128, 199, 31)]"
"[114, 104, 26]","[(176, 46, 38), (94, 124, 22), (94, 124, 22)]"
"[78, 120, 93]","[(176, 46, 38), (94, 124, 22), (22, 156, 156)]"
"[96, 132, 124]","[(176, 46, 38), (94, 124, 22), (58, 179, 218)]"
"[98, 76, 100]","[(176, 46, 38), (94, 124, 22), (60, 68, 170)]"
"[136, 68, 107]","[(176, 46, 38), (94, 124, 22), (137, 50, 184)]"
"[167, 82, 110]","[(176, 46, 38), (94, 124, 22), (199, 78, 189)]"
"[189, 112, 100]","[(176, 46, 38), (94, 124, 22), (243, 139, 170)]"
"[174, 178, 176]","[(176, 46, 38), (22, 156, 156), (249, 255, 254)]"
"[128, 129, 124]","[(176, 46, 38), (22, 156, 156), (157, 157, 151)]"
"[85, 90, 90]","[(176, 46, 38), (22, 156, 156), (71, 79, 82)]"
"[64, 65, 65]","[(176, 46, 38), (22, 156, 156), (29, 29, 33)]"
"[115, 92, 74]","[(176, 46, 38), (22, 156, 156), (131, 84, 50)]"
"[138, 74, 68]","[(176, 46, 38), (22, 156, 156), (176, 46, 38)]"
"[174, 114, 63]","[(176, 46, 38), (22, 156, 156), (249, 128, 29)]"
"[176, 158, 79]","[(176, 46, 38), (22, 156, 156), (254, 216, 61)]"
"[114, 150, 64]","[(176, 46, 38), (22, 156, 156), (128, 199, 31)]"
"[96, 112, 60]","[(176, 46, 38), (22, 156, 156), (94, 124, 22)]"
"[60, 128, 126]","[(176, 46, 38), (22, 156, 156), (22, 156, 156)]"
"[78, 140, 158]","[(176, 46, 38), (22, 156, 156), (58, 179, 218)]"
"[80, 84, 134]","[(176, 46, 38), (22, 156, 156), (60, 68, 170)]"
"[118, 76, 140]","[(176, 46, 38), (22, 156, 156), (137, 50, 184)]"
